tick,time_s,ns_count,ew_count,total_vehicles,ns_queue,ew_queue,avg_wait_s,total_passed,total_spawned,emergency_events,emergency_active,phase,signal_state,green_remaining_s,adaptive_green_s,mode,pred_ns,pred_ew,ml_confidence
2905,48.416666666666664,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.53,6.0,normal,8.5,24.25,0.4
2906,48.43333333333333,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.52,6.0,normal,8.45,24.35,0.4
2907,48.45,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.5,6.0,normal,8.4,24.45,0.4
2908,48.46666666666667,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.48,6.0,normal,8.35,24.5,0.4
2909,48.483333333333334,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.47,6.0,normal,8.3,24.55,0.4
2910,48.5,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.45,6.0,normal,8.25,24.6,0.4
2911,48.516666666666666,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.43,6.0,normal,8.2,24.65,0.4
2912,48.53333333333333,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.42,6.0,normal,8.15,24.7,0.4
2913,48.55,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.4,6.0,normal,8.1,24.75,0.4
2914,48.56666666666667,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.38,6.0,normal,8.05,24.8,0.4
2915,48.583333333333336,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.37,6.0,normal,8.0,24.85,0.4
2916,48.6,8,25,33,3,18,21.028,19,156,7,0,0,yellow,1.35,6.0,normal,8.0,24.9,0.4
2917,48.61666666666667,9,25,34,3,18,21.028,19,157,7,0,0,yellow,1.33,6.0,normal,8.05,24.95,0.4
2918,48.63333333333333,9,25,34,3,18,21.028,19,157,7,0,0,yellow,1.32,6.0,normal,8.1,25.0,0.4
2919,48.65,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.3,6.0,normal,8.15,25.0,0.4
2920,48.666666666666664,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.28,6.0,normal,8.15,25.0,0.4
2921,48.68333333333333,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.27,6.0,normal,8.15,25.0,0.4
2922,48.7,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.25,6.0,normal,8.15,25.0,0.4
2923,48.71666666666667,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.23,6.0,normal,8.15,25.0,0.4
2924,48.733333333333334,8,25,33,3,18,21.028,19,157,7,0,0,yellow,1.22,6.0,normal,8.15,25.0,0.4
2925,48.75,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.2,6.0,normal,8.15,25.0,0.4
2926,48.766666666666666,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.18,6.0,normal,8.15,25.0,0.4
2927,48.78333333333333,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.17,6.0,normal,8.15,25.0,0.4
2928,48.8,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.15,6.0,normal,8.15,25.0,0.4
2929,48.81666666666667,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.13,6.0,normal,8.15,25.0,0.4
2930,48.833333333333336,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.12,6.0,normal,8.15,25.0,0.4
2931,48.85,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.1,6.0,normal,8.15,25.0,0.4
2932,48.86666666666667,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.08,6.0,normal,8.15,25.0,0.4
2933,48.88333333333333,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.07,6.0,normal,8.15,25.0,0.4
2934,48.9,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.05,6.0,normal,8.15,25.0,0.4
2935,48.916666666666664,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.03,6.0,normal,8.15,25.0,0.4
2936,48.93333333333333,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.02,6.0,normal,8.15,25.0,0.4
2937,48.95,8,25,33,4,18,21.028,19,157,7,0,0,yellow,1.0,6.0,normal,8.1,25.0,0.4
2938,48.96666666666667,8,25,33,4,19,21.028,19,157,7,0,0,yellow,0.98,6.0,normal,8.05,25.0,0.4
2939,48.983333333333334,8,25,33,4,19,21.028,19,157,7,0,0,yellow,0.97,6.0,normal,8.0,25.0,0.4
2940,49.0,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.95,6.0,normal,8.0,25.0,0.4
2941,49.016666666666666,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.93,6.0,normal,7.95,25.0,0.4
2942,49.03333333333333,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.92,6.0,normal,7.9,25.0,0.4
2943,49.05,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.9,6.0,normal,7.85,25.0,0.4
2944,49.06666666666667,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.88,6.0,normal,7.8,25.0,0.4
2945,49.083333333333336,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.87,6.0,normal,7.75,25.0,0.4
2946,49.1,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.85,6.0,normal,7.7,25.0,0.4
2947,49.11666666666667,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.83,6.0,normal,7.65,25.0,0.4
2948,49.13333333333333,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.82,6.0,normal,7.6,25.0,0.4
2949,49.15,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.8,6.0,normal,7.55,25.0,0.4
2950,49.166666666666664,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.78,6.0,normal,7.5,25.0,0.4
2951,49.18333333333333,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.77,6.0,normal,7.45,25.0,0.4
2952,49.2,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.75,6.0,normal,7.4,25.0,0.4
2953,49.21666666666667,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.73,6.0,normal,7.35,25.0,0.4
2954,49.233333333333334,7,25,32,4,19,21.028,19,157,7,0,0,yellow,0.72,6.0,normal,7.3,25.0,0.4
2955,49.25,8,25,33,4,19,21.028,19,158,7,0,0,yellow,0.7,6.0,normal,7.3,25.0,0.4
2956,49.266666666666666,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.68,6.0,normal,7.3,25.05,0.4
2957,49.28333333333333,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.67,6.0,normal,7.3,25.1,0.4
2958,49.3,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.65,6.0,normal,7.3,25.15,0.4
2959,49.31666666666667,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.63,6.0,normal,7.3,25.2,0.4
2960,49.333333333333336,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.62,6.0,normal,7.3,25.25,0.4
2961,49.35,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.6,6.0,normal,7.35,25.3,0.4
2962,49.36666666666667,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.58,6.0,normal,7.4,25.35,0.4
2963,49.38333333333333,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.57,6.0,normal,7.45,25.4,0.4
2964,49.4,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.55,6.0,normal,7.5,25.45,0.4
2965,49.416666666666664,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.53,6.0,normal,7.55,25.5,0.4
2966,49.43333333333333,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.52,6.0,normal,7.6,25.55,0.4
2967,49.45,8,26,34,4,19,21.028,19,159,7,0,0,yellow,0.5,6.0,normal,7.65,25.6,0.4
2968,49.46666666666667,8,26,34,4,20,21.028,19,159,7,0,0,yellow,0.48,6.0,normal,7.7,25.65,0.4
2969,49.483333333333334,8,26,34,4,20,21.028,19,159,7,0,0,yellow,0.47,6.0,normal,7.75,25.7,0.4
2970,49.5,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.45,6.0,normal,7.8,25.8,0.4
2971,49.516666666666666,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.43,6.0,normal,7.85,25.9,0.4
2972,49.53333333333333,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.42,6.0,normal,7.9,26.0,0.4
2973,49.55,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.4,6.0,normal,7.95,26.1,0.4
2974,49.56666666666667,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.38,6.0,normal,8.0,26.2,0.4
2975,49.583333333333336,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.37,6.0,normal,8.0,26.3,0.4
2976,49.6,8,27,35,4,20,21.028,19,160,7,0,0,yellow,0.35,6.0,normal,8.0,26.35,0.4
2977,49.61666666666667,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.33,6.0,normal,8.0,26.4,0.4
2978,49.63333333333333,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.32,6.0,normal,8.0,26.45,0.4
2979,49.65,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.3,6.0,normal,8.0,26.5,0.4
2980,49.666666666666664,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.28,6.0,normal,8.0,26.55,0.4
2981,49.68333333333333,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.27,6.0,normal,8.0,26.6,0.4
2982,49.7,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.25,6.0,normal,8.0,26.65,0.4
2983,49.71666666666667,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.23,6.0,normal,8.0,26.7,0.4
2984,49.733333333333334,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.22,6.0,normal,8.0,26.75,0.4
2985,49.75,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.2,6.0,normal,8.0,26.8,0.4
2986,49.766666666666666,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.18,6.0,normal,8.0,26.85,0.4
2987,49.78333333333333,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.17,6.0,normal,8.0,26.9,0.4
2988,49.8,8,27,35,5,20,21.028,19,160,7,0,0,yellow,0.15,6.0,normal,8.0,26.95,0.4
2989,49.81666666666667,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.13,6.0,normal,8.05,27.0,0.4
2990,49.833333333333336,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.12,6.0,normal,8.1,27.0,0.4
2991,49.85,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.1,6.0,normal,8.15,27.0,0.4
2992,49.86666666666667,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.08,6.0,normal,8.2,27.0,0.4
2993,49.88333333333333,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.07,6.0,normal,8.25,27.0,0.4
2994,49.9,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.05,6.0,normal,8.3,27.0,0.4
2995,49.916666666666664,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.03,6.0,normal,8.35,27.0,0.4
2996,49.93333333333333,9,27,36,5,20,21.028,19,161,7,0,0,yellow,0.02,6.0,normal,8.4,27.0,0.4
2997,49.95,9,27,36,5,20,21.028,19,161,7,0,0,all_red,1.0,6.0,normal,8.45,27.0,0.4
2998,49.96666666666667,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.98,6.0,normal,8.5,27.0,0.4
2999,49.983333333333334,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.97,6.0,normal,8.55,27.0,0.4
3000,50.0,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.95,6.0,normal,8.6,27.0,0.4
3001,50.016666666666666,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.93,6.0,normal,8.65,27.0,0.4
3002,50.03333333333333,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.92,6.0,normal,8.7,27.0,0.4
3003,50.05,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.9,6.0,normal,8.75,27.0,0.4
3004,50.06666666666667,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.88,6.0,normal,8.8,27.0,0.4
3005,50.083333333333336,9,27,36,6,20,21.028,19,161,7,0,0,all_red,0.87,6.0,normal,8.85,27.0,0.4
3006,50.1,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.85,6.0,normal,8.9,27.0,0.4
3007,50.11666666666667,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.83,6.0,normal,8.95,27.0,0.4
3008,50.13333333333333,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.82,6.0,normal,9.0,27.0,0.4
3009,50.15,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.8,6.0,normal,9.0,27.0,0.4
3010,50.166666666666664,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.78,6.0,normal,9.0,27.0,0.4
3011,50.18333333333333,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.77,6.0,normal,9.0,27.0,0.4
3012,50.2,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.75,6.0,normal,9.0,27.0,0.4
3013,50.21666666666667,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.73,6.0,normal,9.0,27.0,0.4
3014,50.233333333333334,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.72,6.0,normal,9.0,27.0,0.4
3015,50.25,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.7,6.0,normal,9.0,27.0,0.4
3016,50.266666666666666,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.68,6.0,normal,9.0,27.0,0.4
3017,50.28333333333333,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.67,6.0,normal,9.0,27.0,0.4
3018,50.3,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.65,6.0,normal,9.0,27.0,0.4
3019,50.31666666666667,9,27,36,6,21,21.028,19,161,7,0,0,all_red,0.63,6.0,normal,9.0,27.0,0.4
3020,50.333333333333336,9,27,36,6,22,21.028,19,161,7,0,0,all_red,0.62,6.0,normal,9.0,27.0,0.4
3021,50.35,9,27,36,6,22,21.028,19,161,7,0,0,all_red,0.6,6.0,normal,9.0,27.0,0.4
3022,50.36666666666667,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.58,6.0,normal,9.05,27.0,0.4
3023,50.38333333333333,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.57,6.0,normal,9.1,27.0,0.4
3024,50.4,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.55,6.0,normal,9.15,27.0,0.4
3025,50.416666666666664,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.53,6.0,normal,9.2,27.0,0.4
3026,50.43333333333333,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.52,6.0,normal,9.25,27.0,0.4
3027,50.45,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.5,6.0,normal,9.3,27.0,0.4
3028,50.46666666666667,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.48,6.0,normal,9.35,27.0,0.4
3029,50.483333333333334,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.47,6.0,normal,9.4,27.0,0.4
3030,50.5,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.45,6.0,normal,9.45,27.0,0.4
3031,50.516666666666666,10,27,37,6,22,21.028,19,162,7,0,0,all_red,0.43,6.0,normal,9.5,27.0,0.4
3032,50.53333333333333,10,27,37,7,22,21.028,19,162,7,0,0,all_red,0.42,6.0,normal,9.55,27.0,0.4
3033,50.55,10,27,37,7,22,21.028,19,162,7,0,0,all_red,0.4,6.0,normal,9.6,27.0,0.4
3034,50.56666666666667,10,27,37,7,22,21.028,19,162,7,0,0,all_red,0.38,6.0,normal,9.65,27.0,0.4
3035,50.583333333333336,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.37,6.0,normal,9.7,27.05,0.4
3036,50.6,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.35,6.0,normal,9.75,27.1,0.4
3037,50.61666666666667,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.33,6.0,normal,9.8,27.15,0.4
3038,50.63333333333333,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.32,6.0,normal,9.85,27.2,0.4
3039,50.65,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.3,6.0,normal,9.9,27.25,0.4
3040,50.666666666666664,10,28,38,7,22,21.028,19,163,7,0,0,all_red,0.28,6.0,normal,9.95,27.3,0.4
3041,50.68333333333333,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.27,6.0,normal,10.0,27.4,0.4
3042,50.7,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.25,6.0,normal,10.0,27.5,0.4
3043,50.71666666666667,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.23,6.0,normal,10.0,27.6,0.4
3044,50.733333333333334,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.22,6.0,normal,10.0,27.7,0.4
3045,50.75,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.2,6.0,normal,10.0,27.8,0.4
3046,50.766666666666666,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.18,6.0,normal,10.0,27.9,0.4
3047,50.78333333333333,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.17,6.0,normal,10.0,28.0,0.4
3048,50.8,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.15,6.0,normal,10.0,28.1,0.4
3049,50.81666666666667,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.13,6.0,normal,10.0,28.2,0.4
3050,50.833333333333336,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.12,6.0,normal,10.0,28.3,0.4
3051,50.85,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.1,6.0,normal,10.0,28.4,0.4
3052,50.86666666666667,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.08,6.0,normal,10.0,28.5,0.4
3053,50.88333333333333,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.07,6.0,normal,10.0,28.6,0.4
3054,50.9,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.05,6.0,normal,10.0,28.7,0.4
3055,50.916666666666664,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.03,6.0,normal,10.0,28.75,0.4
3056,50.93333333333333,10,29,39,7,22,21.028,19,164,8,1,0,all_red,0.02,6.0,normal,10.0,28.8,0.4
3057,50.95,10,29,39,7,0,21.028,19,164,8,1,1,green,6.0,6.0,normal,10.0,28.85,0.4
3058,50.96666666666667,11,29,40,7,0,21.028,19,165,8,1,1,green,5.98,6.0,normal,10.05,28.9,0.4
3059,50.983333333333334,11,29,40,7,0,21.028,19,165,8,1,1,green,5.97,6.0,normal,10.1,28.95,0.4
3060,51.0,11,29,40,7,0,21.028,19,165,8,1,1,green,5.95,6.0,normal,10.15,29.0,0.4
3061,51.016666666666666,11,29,40,7,0,21.028,19,165,8,1,1,green,5.93,6.0,normal,10.2,29.0,0.4
3062,51.03333333333333,11,29,40,7,0,21.028,19,165,8,1,1,green,5.92,6.0,normal,10.25,29.0,0.4
3063,51.05,11,29,40,7,0,21.028,19,165,8,1,1,green,5.9,6.0,normal,10.3,29.0,0.4
3064,51.06666666666667,11,29,40,7,0,21.028,19,165,8,1,1,green,5.88,6.0,normal,10.35,29.0,0.4
3065,51.083333333333336,11,29,40,7,0,21.028,19,165,8,1,1,green,5.87,6.0,normal,10.4,29.0,0.4
3066,51.1,11,29,40,7,0,21.028,19,165,8,1,1,green,5.85,6.0,normal,10.45,29.0,0.4
3067,51.11666666666667,11,29,40,7,0,21.028,19,165,8,1,1,green,5.83,6.0,normal,10.5,29.0,0.4
3068,51.13333333333333,11,29,40,7,0,21.028,19,165,8,1,1,green,5.82,6.0,normal,10.55,29.0,0.4
3069,51.15,11,29,40,7,0,21.028,19,165,8,1,1,green,5.8,6.0,normal,10.6,29.0,0.4
3070,51.166666666666664,11,29,40,7,0,21.028,19,165,8,1,1,green,5.78,6.0,normal,10.65,29.0,0.4
3071,51.18333333333333,11,29,40,7,0,21.028,19,165,8,1,1,green,5.77,6.0,normal,10.7,29.0,0.4
3072,51.2,11,29,40,7,0,21.028,19,165,8,1,1,green,5.75,6.0,normal,10.75,29.0,0.4
3073,51.21666666666667,11,29,40,7,0,21.028,19,165,8,1,1,green,5.73,6.0,normal,10.8,29.0,0.4
3074,51.233333333333334,11,29,40,7,0,21.028,19,165,8,1,1,green,5.72,6.0,normal,10.85,29.0,0.4
3075,51.25,11,29,40,7,0,21.028,19,165,8,1,1,green,5.7,6.0,normal,10.9,29.0,0.4
3076,51.266666666666666,11,29,40,7,0,21.028,19,165,8,1,1,green,5.68,6.0,normal,10.95,29.0,0.4
3077,51.28333333333333,11,29,40,7,0,21.028,19,165,8,1,1,green,5.67,6.0,normal,11.0,29.0,0.4
3078,51.3,11,29,40,7,0,21.028,19,165,8,1,1,green,5.65,6.0,normal,11.0,29.0,0.4
3079,51.31666666666667,11,29,40,7,0,21.028,19,165,8,1,1,green,5.63,6.0,normal,11.0,29.0,0.4
3080,51.333333333333336,11,29,40,7,0,21.028,19,165,8,1,1,green,5.62,6.0,normal,11.0,29.0,0.4
3081,51.35,11,29,40,8,0,21.028,19,165,8,1,1,green,5.6,6.0,normal,11.0,29.0,0.4
3082,51.36666666666667,11,29,40,8,0,21.028,19,165,8,1,1,green,5.58,6.0,normal,11.0,29.0,0.4
3083,51.38333333333333,11,29,40,8,0,21.028,19,165,8,1,1,green,5.57,6.0,normal,11.0,29.0,0.4
3084,51.4,11,29,40,8,0,21.028,19,165,8,1,1,green,5.55,6.0,normal,11.0,29.0,0.4
3085,51.416666666666664,11,29,40,8,0,21.028,19,165,8,1,1,green,5.53,6.0,normal,11.0,29.0,0.4
3086,51.43333333333333,11,29,40,8,0,21.028,19,165,8,1,1,green,5.52,6.0,normal,11.0,29.0,0.4
3087,51.45,11,29,40,8,0,21.028,19,165,8,1,1,green,5.5,6.0,normal,11.0,29.0,0.4
3088,51.46666666666667,11,29,40,8,0,21.028,19,165,8,1,1,green,5.48,6.0,normal,11.0,29.0,0.4
3089,51.483333333333334,11,29,40,8,0,21.028,19,165,8,1,1,green,5.47,6.0,normal,11.0,29.0,0.4
3090,51.5,11,29,40,8,0,21.028,19,165,8,1,1,green,5.45,6.0,normal,11.0,29.0,0.4
3091,51.516666666666666,11,29,40,8,0,21.028,19,165,8,1,1,green,5.43,6.0,normal,11.0,29.0,0.4
3092,51.53333333333333,11,29,40,8,0,21.028,19,165,8,1,1,green,5.42,6.0,normal,11.0,29.0,0.4
3093,51.55,11,29,40,8,0,21.028,19,165,8,1,1,green,5.4,6.0,normal,11.0,29.0,0.4
3094,51.56666666666667,11,29,40,8,0,21.028,19,165,8,1,1,green,5.38,6.0,normal,11.0,29.0,0.4
3095,51.583333333333336,11,29,40,8,0,21.028,19,165,8,1,1,green,5.37,6.0,normal,11.0,29.0,0.4
3096,51.6,11,29,40,8,0,21.028,19,165,8,1,1,green,5.35,6.0,normal,11.0,29.0,0.4
3097,51.61666666666667,11,29,40,8,0,21.028,19,165,8,1,1,green,5.33,6.0,normal,11.0,29.0,0.4
3098,51.63333333333333,11,29,40,8,0,21.028,19,165,8,1,1,green,5.32,6.0,normal,11.0,29.0,0.4
3099,51.65,11,29,40,8,0,21.028,19,165,8,1,1,green,5.3,6.0,normal,11.0,29.0,0.4
3100,51.666666666666664,12,29,41,8,0,21.028,19,166,8,1,1,green,5.28,6.0,normal,11.05,29.0,0.4
3101,51.68333333333333,12,29,41,9,0,21.028,19,166,8,1,1,green,5.27,6.0,normal,11.1,29.0,0.4
3102,51.7,12,29,41,9,0,21.028,19,166,8,1,1,green,5.25,6.0,normal,11.15,29.0,0.4
3103,51.71666666666667,12,29,41,9,0,21.028,19,166,8,1,1,green,5.23,6.0,normal,11.2,29.0,0.4
3104,51.733333333333334,12,29,41,9,0,21.028,19,166,8,1,1,green,5.22,6.0,normal,11.25,29.0,0.4
3105,51.75,12,29,41,9,0,21.028,19,166,8,1,1,green,5.2,6.0,normal,11.3,29.0,0.4
3106,51.766666666666666,12,29,41,9,0,21.028,19,166,8,1,1,green,5.18,6.0,normal,11.35,29.0,0.4
3107,51.78333333333333,12,29,41,9,0,21.028,19,166,8,1,1,green,5.17,6.0,normal,11.4,29.0,0.4
3108,51.8,12,30,42,9,0,21.028,19,167,8,1,1,green,5.15,6.0,normal,11.45,29.05,0.4
3109,51.81666666666667,12,30,42,9,0,21.028,19,167,8,1,1,green,5.13,6.0,normal,11.5,29.1,0.4
3110,51.833333333333336,12,30,42,9,0,21.028,19,167,8,1,1,green,5.12,6.0,normal,11.55,29.15,0.4
3111,51.85,12,30,42,9,0,21.028,19,167,8,1,1,green,5.1,6.0,normal,11.6,29.2,0.4
3112,51.86666666666667,12,31,43,9,0,21.028,19,168,8,1,1,green,5.08,6.0,normal,11.65,29.3,0.4
3113,51.88333333333333,12,31,43,9,0,21.028,19,168,8,1,1,green,5.07,6.0,normal,11.7,29.4,0.4
3114,51.9,12,31,43,9,0,21.028,19,168,8,1,1,green,5.05,6.0,normal,11.75,29.5,0.4
3115,51.916666666666664,12,31,43,9,0,21.028,19,168,8,1,1,green,5.03,6.0,normal,11.8,29.6,0.4
3116,51.93333333333333,12,31,43,9,0,21.028,19,168,8,1,1,green,5.02,6.0,normal,11.85,29.7,0.4
3117,51.95,12,31,43,9,0,21.028,19,168,8,1,1,green,5.0,6.0,normal,11.9,29.8,0.4
3118,51.96666666666667,12,31,43,9,0,21.028,19,168,8,1,1,green,4.98,6.0,normal,11.95,29.9,0.4
3119,51.983333333333334,12,31,43,9,0,21.028,19,168,8,1,1,green,4.97,6.0,normal,12.0,30.0,0.4
3120,52.0,12,31,43,9,0,21.028,19,168,8,1,1,green,4.95,6.0,normal,12.0,30.1,0.4
3121,52.016666666666666,12,31,43,9,0,21.028,19,168,8,1,1,green,4.93,6.0,normal,12.0,30.2,0.4
3122,52.03333333333333,12,31,43,9,0,21.028,19,168,8,1,1,green,4.92,6.0,normal,12.0,30.3,0.4
3123,52.05,12,31,43,9,0,21.028,19,168,8,1,1,green,4.9,6.0,normal,12.0,30.4,0.4
3124,52.06666666666667,12,31,43,9,0,21.028,19,168,8,1,1,green,4.88,6.0,normal,12.0,30.5,0.4
3125,52.083333333333336,12,31,43,9,0,21.028,19,168,8,1,1,green,4.87,6.0,normal,12.0,30.6,0.4
3126,52.1,12,31,43,9,0,21.028,19,168,8,1,1,green,4.85,6.0,normal,12.0,30.7,0.4
3127,52.11666666666667,12,31,43,9,0,21.028,19,168,8,1,1,green,4.83,6.0,normal,12.0,30.8,0.4
3128,52.13333333333333,12,31,43,9,0,21.028,19,168,8,1,1,green,4.82,6.0,normal,12.0,30.85,0.4
3129,52.15,12,31,43,9,0,21.028,19,168,8,1,1,green,4.8,6.0,normal,12.0,30.9,0.4
3130,52.166666666666664,12,31,43,9,0,21.028,19,168,8,1,1,green,4.78,6.0,normal,12.0,30.95,0.4
3131,52.18333333333333,13,31,44,9,0,21.028,19,169,8,1,1,green,4.77,6.0,normal,12.05,31.0,0.4
3132,52.2,13,31,44,9,0,21.028,19,169,8,1,1,green,4.75,6.0,normal,12.1,31.0,0.4
3133,52.21666666666667,13,31,44,9,0,21.028,19,169,8,1,1,green,4.73,6.0,normal,12.15,31.0,0.4
3134,52.233333333333334,13,31,44,9,0,21.028,19,169,8,1,1,green,4.72,6.0,normal,12.2,31.0,0.4
3135,52.25,13,31,44,9,0,21.028,19,169,8,1,1,green,4.7,6.0,normal,12.25,31.0,0.4
